,age,workclass,education-num,marital-status,occupation,race,sex,native-country,class
29308,1,Private,14,Never-married,Exec-managerial,White,Female,United-States,<=50K
29309,2,State-gov,14,Never-married,Adm-clerical,Black,Male,United-States,<=50K
29311,1,Private,13,Never-married,Craft-repair,Asian-Pac-Islander,Male,Vietnam,<=50K
29312,4,Private,9,Divorced,Exec-managerial,White,Female,United-States,<=50K
29313,2,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29314,1,State-gov,10,Separated,Adm-clerical,White,Female,United-States,<=50K
29315,0,Private,13,Never-married,Sales,White,Female,United-States,<=50K
29316,3,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
29317,1,Private,8,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
29319,1,Private,13,Never-married,Sales,White,Male,United-States,>50K
29320,1,Private,10,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29321,2,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
29322,4,Private,2,Married-civ-spouse,Craft-repair,White,Male,Mexico,>50K
29326,0,Private,13,Never-married,Sales,White,Male,United-States,<=50K
29327,2,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29328,4,Private,15,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29329,0,Self-emp-not-inc,10,Never-married,Craft-repair,White,Female,United-States,<=50K
29330,2,Private,10,Widowed,Machine-op-inspct,Black,Female,United-States,<=50K
29331,2,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
29332,4,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29333,0,Private,13,Never-married,Craft-repair,White,Male,Canada,<=50K
29334,1,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29335,1,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29336,2,State-gov,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
29337,0,Federal-gov,10,Never-married,Tech-support,Black,Male,United-States,<=50K
29338,2,Private,9,Married-civ-spouse,Craft-repair,Other,Male,Mexico,<=50K
29339,2,Private,3,Married-civ-spouse,Machine-op-inspct,Black,Male,United-States,<=50K
29341,3,Private,9,Divorced,Prof-specialty,White,Male,United-States,>50K
29342,1,Private,9,Never-married,Other-service,Black,Female,United-States,<=50K
29343,0,Federal-gov,7,Never-married,Other-service,Asian-Pac-Islander,Male,Philippines,<=50K
29344,0,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
29345,1,Private,9,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
29346,3,Private,6,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
29347,3,Private,9,Married-civ-spouse,Other-service,Black,Male,United-States,<=50K
29348,1,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29349,1,Self-emp-not-inc,9,Never-married,Sales,Black,Male,United-States,<=50K
29350,0,Federal-gov,10,Never-married,Sales,White,Female,United-States,<=50K
29351,4,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29352,3,Self-emp-inc,14,Married-civ-spouse,Sales,White,Male,United-States,>50K
29353,2,Private,9,Married-civ-spouse,Machine-op-inspct,White,Female,Greece,<=50K
29354,1,Private,13,Divorced,Sales,White,Female,United-States,<=50K
29355,2,Private,9,Separated,Exec-managerial,White,Female,United-States,<=50K
29356,3,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
29358,1,Private,10,Divorced,Exec-managerial,White,Female,United-States,>50K
29361,3,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
29362,4,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
29363,3,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29364,2,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
29365,0,Private,13,Never-married,Adm-clerical,White,Male,United-States,<=50K
29366,0,Private,12,Never-married,Adm-clerical,White,Female,United-States,<=50K
29367,1,Federal-gov,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29368,3,Federal-gov,11,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29369,4,Private,6,Divorced,Prof-specialty,White,Female,United-States,<=50K
29370,4,Local-gov,10,Divorced,Protective-serv,Black,Male,United-States,<=50K
29371,0,Private,9,Never-married,Transport-moving,White,Female,Mexico,<=50K
29372,2,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
29373,2,Private,14,Divorced,Exec-managerial,White,Female,United-States,<=50K
29374,0,Private,13,Never-married,Other-service,White,Male,Ecuador,<=50K
29376,1,Private,13,Never-married,Adm-clerical,White,Male,United-States,<=50K
29378,0,Private,9,Never-married,Machine-op-inspct,White,Male,Mexico,<=50K
29379,1,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29380,0,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
29381,4,Private,3,Divorced,Priv-house-serv,Black,Female,United-States,<=50K
29382,1,State-gov,9,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
29383,3,Private,10,Divorced,Transport-moving,White,Male,United-States,<=50K
29384,3,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29385,0,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29386,0,Private,9,Never-married,Sales,White,Male,United-States,<=50K
29387,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29388,1,Private,9,Never-married,Other-service,White,Male,United-States,<=50K
29389,1,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
29390,3,Private,9,Never-married,Other-service,White,Male,United-States,<=50K
29392,4,Private,5,Divorced,Craft-repair,White,Female,United-States,>50K
29393,3,Private,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Japan,<=50K
29394,1,Private,9,Married-civ-spouse,Craft-repair,Black,Male,United-States,<=50K
29395,3,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29396,0,Private,9,Never-married,Machine-op-inspct,Black,Female,United-States,<=50K
29398,2,Private,9,Divorced,Exec-managerial,White,Female,United-States,>50K
29399,0,Private,10,Never-married,Sales,White,Male,United-States,<=50K
29400,2,Self-emp-inc,9,Never-married,Other-service,White,Female,United-States,<=50K
29402,4,Private,11,Widowed,Sales,White,Female,United-States,<=50K
29403,1,Private,9,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,United-States,<=50K
29404,3,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
29405,0,Private,9,Never-married,Exec-managerial,White,Female,United-States,<=50K
29406,0,Private,12,Separated,Craft-repair,Asian-Pac-Islander,Male,United-States,>50K
29407,3,Private,9,Married-civ-spouse,Adm-clerical,Black,Male,United-States,>50K
29408,2,Private,9,Never-married,Machine-op-inspct,Amer-Indian-Eskimo,Female,United-States,<=50K
29409,2,Private,12,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29410,0,Private,9,Never-married,Transport-moving,White,Female,United-States,<=50K
29411,1,Private,13,Never-married,Sales,White,Male,United-States,>50K
29412,2,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29413,3,Private,2,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K
29414,1,Federal-gov,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
29415,2,Private,9,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29416,3,Private,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
29417,0,Private,13,Never-married,Sales,White,Male,United-States,<=50K
29418,1,Private,2,Married-civ-spouse,Handlers-cleaners,White,Male,Mexico,<=50K
29419,1,Private,11,Divorced,Adm-clerical,White,Female,United-States,<=50K
29420,1,Private,11,Married-civ-spouse,Tech-support,Black,Male,Jamaica,<=50K
29422,1,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29423,0,Private,9,Never-married,Other-service,White,Male,United-States,<=50K
29424,2,Local-gov,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29425,4,Private,11,Separated,Priv-house-serv,Black,Female,United-States,<=50K
29426,2,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29427,4,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
29428,3,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29429,4,Private,15,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29430,3,Private,9,Divorced,Tech-support,White,Male,United-States,>50K
29431,2,Federal-gov,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29432,1,Private,12,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29433,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29434,3,Private,13,Divorced,Sales,White,Male,United-States,>50K
29435,2,Self-emp-inc,15,Never-married,Craft-repair,White,Male,United-States,>50K
29437,2,Private,6,Married-civ-spouse,Transport-moving,White,Male,Yugoslavia,<=50K
29438,1,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
29439,1,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
29441,4,Private,10,Divorced,Sales,White,Female,United-States,<=50K
29442,0,Private,2,Married-civ-spouse,Other-service,White,Male,England,<=50K
29443,4,Private,7,Divorced,Craft-repair,White,Male,United-States,<=50K
29444,1,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29445,0,Private,10,Never-married,Handlers-cleaners,Black,Female,United-States,<=50K
29446,3,Private,10,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29448,1,Private,9,Never-married,Transport-moving,White,Male,United-States,<=50K
29449,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29450,2,Local-gov,11,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29451,1,Self-emp-not-inc,9,Divorced,Exec-managerial,White,Female,United-States,<=50K
29452,2,Private,10,Married-civ-spouse,Sales,White,Female,United-States,<=50K
29453,0,Private,5,Never-married,Farming-fishing,White,Male,United-States,<=50K
29454,1,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
29456,1,Private,9,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
29457,0,Private,2,Never-married,Handlers-cleaners,White,Male,Mexico,<=50K
29458,2,Private,7,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29459,1,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29460,2,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29461,2,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
29462,2,Local-gov,4,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29463,1,Private,13,Never-married,Sales,White,Male,United-States,<=50K
29464,3,Local-gov,13,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
29466,4,Private,9,Married-civ-spouse,Farming-fishing,White,Male,France,<=50K
29467,1,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
29468,2,Local-gov,13,Divorced,Exec-managerial,White,Male,Germany,<=50K
29469,3,Self-emp-not-inc,10,Never-married,Craft-repair,White,Male,United-States,<=50K
29470,1,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29471,2,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29472,3,Private,4,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
29473,0,Private,7,Separated,Other-service,White,Female,United-States,<=50K
29474,0,Private,13,Never-married,Exec-managerial,White,Male,United-States,<=50K
29475,1,Private,9,Never-married,Other-service,Black,Male,United-States,<=50K
29476,1,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29477,2,Private,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
29478,2,Private,10,Married-civ-spouse,Other-service,White,Female,United-States,<=50K
29479,1,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,United-States,<=50K
29481,0,Private,8,Never-married,Other-service,White,Male,United-States,<=50K
29482,1,Private,11,Widowed,Tech-support,Black,Female,United-States,<=50K
29483,1,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
29484,1,State-gov,14,Married-civ-spouse,Exec-managerial,Black,Male,Jamaica,<=50K
29485,1,Self-emp-not-inc,11,Never-married,Craft-repair,White,Male,United-States,<=50K
29486,1,Private,9,Never-married,Other-service,Black,Male,United-States,<=50K
29487,4,Private,14,Divorced,Sales,White,Female,United-States,<=50K
29488,2,Private,9,Never-married,Craft-repair,Asian-Pac-Islander,Male,South,<=50K
29489,2,Private,12,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
29490,1,Private,9,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
29491,2,Private,13,Divorced,Exec-managerial,White,Female,United-States,<=50K
29492,0,Self-emp-inc,13,Never-married,Sales,White,Male,United-States,<=50K
29493,0,Private,9,Separated,Farming-fishing,White,Male,United-States,<=50K
29494,2,State-gov,11,Never-married,Exec-managerial,White,Female,United-States,<=50K
29495,2,Private,10,Divorced,Prof-specialty,White,Female,United-States,<=50K
29496,0,Private,9,Never-married,Sales,Asian-Pac-Islander,Female,United-States,<=50K
29497,3,Private,9,Divorced,Craft-repair,White,Male,United-States,<=50K
29498,0,Private,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
29499,2,Private,10,Never-married,Prof-specialty,White,Female,United-States,<=50K
29500,3,Private,9,Separated,Other-service,Black,Female,United-States,<=50K
29501,2,Private,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29502,0,Local-gov,13,Never-married,Prof-specialty,White,Female,United-States,<=50K
29503,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
29504,2,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29505,2,Private,13,Married-civ-spouse,Prof-specialty,White,Male,Germany,<=50K
29506,1,Private,14,Never-married,Exec-managerial,White,Female,United-States,<=50K
29507,0,State-gov,10,Never-married,Other-service,White,Male,United-States,<=50K
29508,0,Private,6,Never-married,Other-service,White,Female,United-States,<=50K
29509,2,Private,6,Divorced,Sales,White,Male,United-States,<=50K
29510,3,Private,10,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
29511,1,Private,10,Never-married,Craft-repair,White,Male,United-States,<=50K
29512,0,Private,9,Never-married,Exec-managerial,White,Female,United-States,<=50K
29513,1,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
29514,1,Private,9,Never-married,Transport-moving,White,Male,United-States,<=50K
29515,2,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29516,0,Private,10,Never-married,Transport-moving,Asian-Pac-Islander,Male,United-States,<=50K
29517,0,State-gov,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29518,4,Private,7,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29519,2,Private,10,Divorced,Transport-moving,Black,Male,United-States,<=50K
29520,1,Private,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
29521,0,Private,10,Never-married,Other-service,White,Female,United-States,<=50K
29522,2,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
29524,2,Private,12,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29525,2,Federal-gov,10,Married-civ-spouse,Adm-clerical,White,Male,Philippines,>50K
29526,3,Private,9,Married-civ-spouse,Other-service,White,Male,El-Salvador,>50K
29528,0,Private,9,Never-married,Other-service,Black,Male,United-States,<=50K
29529,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29530,3,Private,9,Married-civ-spouse,Handlers-cleaners,Black,Female,United-States,<=50K
29531,2,Private,12,Divorced,Tech-support,White,Female,United-States,<=50K
29532,0,Private,5,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29533,0,Private,7,Never-married,Other-service,White,Male,United-States,<=50K
29534,2,State-gov,16,Never-married,Prof-specialty,White,Female,United-States,<=50K
29535,3,Federal-gov,11,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
29536,2,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29537,3,Local-gov,14,Divorced,Prof-specialty,Amer-Indian-Eskimo,Male,United-States,<=50K
29538,0,Private,10,Never-married,Other-service,White,Female,United-States,<=50K
29539,3,Private,9,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
29540,0,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29541,3,Private,14,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
29542,2,Private,10,Divorced,Craft-repair,White,Male,United-States,<=50K
29543,0,Private,9,Never-married,Other-service,White,Male,United-States,<=50K
29544,1,Private,13,Never-married,Prof-specialty,White,Female,United-States,>50K
29545,1,Private,11,Never-married,Adm-clerical,White,Female,United-States,<=50K
29546,0,Private,10,Never-married,Tech-support,White,Female,United-States,<=50K
29547,2,Private,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,China,>50K
29548,3,Private,10,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
29549,3,Self-emp-not-inc,10,Divorced,Sales,White,Male,United-States,>50K
29550,1,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29551,1,Private,9,Married-spouse-absent,Other-service,Black,Female,United-States,<=50K
29552,1,Private,10,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,Philippines,<=50K
29553,2,Private,13,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Male,United-States,>50K
29554,3,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,United-States,<=50K
29555,2,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29556,1,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29557,1,Private,6,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29558,4,Private,13,Divorced,Exec-managerial,White,Male,United-States,>50K
29559,2,Private,11,Married-civ-spouse,Transport-moving,White,Female,United-States,<=50K
29560,2,Federal-gov,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29561,3,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29562,0,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
29563,1,Private,13,Never-married,Exec-managerial,White,Female,United-States,<=50K
29564,2,Private,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
29565,0,Private,9,Never-married,Sales,White,Female,United-States,<=50K
29566,2,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29567,2,Private,13,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
29568,1,Self-emp-inc,9,Never-married,Sales,White,Male,United-States,<=50K
29569,0,Private,9,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
29570,2,Private,9,Divorced,Craft-repair,White,Male,United-States,<=50K
29571,2,Private,7,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29572,1,Local-gov,9,Never-married,Protective-serv,Black,Male,United-States,<=50K
29573,4,Private,3,Widowed,Other-service,Black,Female,United-States,<=50K
29574,4,Local-gov,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29575,1,Private,13,Never-married,Sales,White,Female,United-States,<=50K
29576,2,Self-emp-not-inc,13,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
29577,2,Self-emp-not-inc,9,Divorced,Craft-repair,White,Male,United-States,<=50K
29578,1,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29579,1,Private,6,Never-married,Adm-clerical,Black,Male,United-States,<=50K
29580,1,Private,11,Never-married,Craft-repair,White,Male,United-States,<=50K
29581,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
29583,3,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29584,0,State-gov,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29585,3,State-gov,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29587,3,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29588,1,Private,10,Never-married,Tech-support,White,Female,United-States,<=50K
29589,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
29590,2,Private,9,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
29591,1,Private,16,Divorced,Prof-specialty,White,Female,United-States,>50K
29593,2,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29594,4,Self-emp-not-inc,2,Widowed,Sales,White,Male,Mexico,<=50K
29595,2,Private,10,Divorced,Exec-managerial,White,Female,United-States,<=50K
29596,1,Private,13,Never-married,Sales,White,Female,United-States,<=50K
29597,1,Self-emp-not-inc,12,Divorced,Adm-clerical,White,Female,United-States,<=50K
29598,0,Private,9,Never-married,Adm-clerical,White,Male,United-States,<=50K
29599,2,Federal-gov,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
29600,1,Private,9,Divorced,Transport-moving,Black,Male,United-States,<=50K
29602,0,Private,9,Never-married,Other-service,White,Male,United-States,<=50K
29603,1,Private,7,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
29604,1,Private,10,Never-married,Protective-serv,White,Male,United-States,<=50K
29605,4,Private,12,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29606,0,Private,9,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
29607,3,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29608,2,Self-emp-inc,15,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
29609,2,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29610,4,Private,4,Separated,Priv-house-serv,Black,Female,United-States,<=50K
29611,3,Private,6,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29612,3,Private,10,Divorced,Adm-clerical,Black,Male,United-States,<=50K
29613,1,Private,13,Never-married,Prof-specialty,White,Female,United-States,<=50K
29615,1,Private,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
29616,1,State-gov,14,Never-married,Prof-specialty,White,Male,United-States,<=50K
29617,1,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
29618,2,Private,9,Divorced,Adm-clerical,White,Female,United-States,>50K
29619,2,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29620,2,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29621,1,Private,9,Divorced,Handlers-cleaners,Black,Male,United-States,<=50K
29622,3,Federal-gov,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29623,3,Private,14,Divorced,Protective-serv,White,Male,United-States,<=50K
29624,0,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29625,0,Private,13,Never-married,Other-service,Black,Female,Jamaica,<=50K
29626,1,Federal-gov,13,Married-AF-spouse,Prof-specialty,White,Male,United-States,>50K
29627,2,Self-emp-not-inc,9,Never-married,Farming-fishing,White,Male,United-States,>50K
29628,3,Private,9,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
29629,2,Private,13,Divorced,Sales,White,Female,United-States,<=50K
29630,1,Private,6,Divorced,Handlers-cleaners,White,Male,United-States,<=50K
29631,1,Private,15,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,India,<=50K
29632,3,Self-emp-inc,11,Never-married,Adm-clerical,White,Female,United-States,<=50K
29633,1,Private,11,Never-married,Adm-clerical,Asian-Pac-Islander,Male,Vietnam,<=50K
29634,4,Private,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
29635,2,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
29636,1,Self-emp-inc,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
29637,1,Private,13,Divorced,Exec-managerial,White,Male,United-States,<=50K
29638,1,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29639,0,Private,10,Never-married,Adm-clerical,White,Male,United-States,<=50K
29640,1,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29641,3,Private,12,Never-married,Prof-specialty,White,Female,United-States,<=50K
29642,2,Self-emp-inc,13,Divorced,Exec-managerial,White,Male,United-States,>50K
29643,1,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
29644,3,Private,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
29645,0,Private,7,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
29646,2,State-gov,10,Divorced,Prof-specialty,White,Female,United-States,<=50K
29647,2,Private,10,Married-civ-spouse,Exec-managerial,White,Male,Puerto-Rico,<=50K
29648,2,Private,9,Divorced,Machine-op-inspct,White,Female,United-States,<=50K
29649,1,State-gov,11,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29650,3,Private,11,Married-spouse-absent,Machine-op-inspct,White,Male,United-States,<=50K
29651,0,Private,9,Never-married,Transport-moving,White,Male,United-States,<=50K
29652,4,Private,9,Separated,Craft-repair,White,Female,United-States,<=50K
29653,1,Private,10,Never-married,Prof-specialty,White,Female,United-States,>50K
29654,3,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
29655,3,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29656,2,Private,7,Married-civ-spouse,Other-service,White,Female,United-States,<=50K
29657,3,Private,11,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
29658,2,State-gov,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
29659,4,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29660,1,Federal-gov,10,Never-married,Prof-specialty,White,Female,United-States,<=50K
29661,2,Private,10,Married-civ-spouse,Tech-support,White,Female,United-States,<=50K
29663,4,Private,12,Married-civ-spouse,Sales,White,Male,United-States,>50K
29664,4,Private,13,Divorced,Exec-managerial,White,Male,United-States,>50K
29665,1,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
29666,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29667,4,Private,4,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,<=50K
29668,4,Private,10,Married-civ-spouse,Sales,White,Male,United-States,>50K
29669,0,Private,9,Never-married,Handlers-cleaners,White,Female,United-States,<=50K
29670,1,Private,10,Divorced,Prof-specialty,White,Female,United-States,<=50K
29671,1,Local-gov,14,Never-married,Prof-specialty,White,Female,United-States,<=50K
29672,1,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29673,0,Private,7,Never-married,Other-service,White,Female,United-States,<=50K
29674,1,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
29675,0,Self-emp-inc,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29676,3,Private,13,Divorced,Prof-specialty,White,Female,United-States,>50K
29677,1,Private,4,Divorced,Transport-moving,White,Male,United-States,<=50K
29678,0,Private,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
29679,0,Private,12,Never-married,Other-service,White,Female,United-States,<=50K
29681,3,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29683,3,Federal-gov,9,Married-civ-spouse,Adm-clerical,Black,Male,United-States,>50K
29684,0,Private,6,Never-married,Other-service,White,Male,United-States,<=50K
29685,2,Private,2,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,<=50K
29686,1,Private,13,Never-married,Exec-managerial,White,Female,United-States,<=50K
29687,2,Self-emp-inc,11,Divorced,Sales,White,Female,United-States,<=50K
29688,1,Self-emp-inc,9,Divorced,Exec-managerial,White,Male,United-States,>50K
